video_name,question_id,question,answer0,answer1,answer2,answer3,type,start-time/s,urgency
00771,v_00771_5,Am I facing the street now?,Yes.,,,,information reading,22.98,urgent
00772,v_00772_1,Which direction should I go to reach the crosswalk?,Go straight ahead.,Turn left.,Walk forward.,,local navigation and positioning,1.98,urgent
00772,v_00772_2,Which direction should I go to find a clear path?,You should head slightly to the left to find an open pathway.,Left.,Walk forward.,,local navigation and positioning,4.98,urgent
00772,v_00772_3,How can I get around a row of parked scooters?,Move slightly to your right and continue straight.,There's still a distance of about 20 meters between you and the parked scooters.,Walk forward.,,local navigation and positioning,4.98,urgent
00773,v_00773_1,Is there a taxi nearby that I can call?,"Yes, there are taxis on the road.",Yes.,,,resource acquisition and others,1.98,not_urgent
00773,v_00773_2,Which direction should I go to reach the nearest crosswalk?,Turn slightly to your left and follow the sidewalk until you find the pedestrian crossing.,I don't know.,Walk forward.,,local navigation and positioning,4.98,urgent
00773,v_00773_3,How can I cross the street safely?,Listening the cars' sound and ask someone for help.,Waiting when there are no cars.,Walk slowly and pay attention to oncoming cars and pedestrians.,,local navigation and positioning,1.98,urgent
00774,v_00774_1,Is it safe to cross the road here?,"No, there are cars on the road. Wait for a safer moment.",Unsafe.,Relatively safe.,,safety warnings,6.99,urgent
00774,v_00774_2,Am I facing the crosswalk?,No.,,,,information reading,4.98,urgent
00774,v_00774_3,Am I approaching a crosswalk?,No.,,,,information reading,15,urgent
00775,v_00775_1,How can I get to the row of scooters parked in front?,Go straight ahead and then turn slightly left when you reach the block.,Go straight ahead.,Take the small road on the left.,,local navigation and positioning,3,urgent
00775,v_00775_2,Am I standing in the middle of the road?,"No, you are standing at the side of the road.",No.,,,local navigation and positioning,1.98,urgent
00776,v_00776_1,Am I facing the street now?,Yes.,,,,information reading,9,urgent
00776,v_00776_2,What's the road condition ahead?,"There is a vehicle moving ahead, and the road seems wet, possibly due to recent rain.",How many motorcycles have passed by?.,No one and no car.,,information reading,3.99,urgent
00776,v_00776_3,Are there any obstacles on the road?,No.,,,,information reading,9,urgent
00777,v_00777_1,Am I facing the direction of the bus stop?,No.,,,,information reading,4.98,not_urgent
00778,v_00778_1,Is this the car I booked?,Yes.,,,,resource acquisition and others,16.98,urgent
00778,v_00778_2,Is the driver in front of me?,No.,,,,information reading,40.98,not_urgent
00778,v_00778_3,Am I standing next to the right rear door of the car?,Yes.,,,,information reading,22.98,urgent
00778,v_00778_4,Am I in the back seat of a car now?,Yes.,,,,information reading,46.98,not_urgent
00778,v_00778_5,Can you help me identify the color of the car in front of me?,The car in front of you is white.,Black.,,,information reading,9,urgent
00778,v_00778_6,Is this person opening the taxi door for me?,Yes.,,,,information reading,18.99,urgent
00778,v_00778_7,What's on my phone screen?,Information about your taxi.,Interface of ride-hailing software.,Driving order.,,information reading,39,not_urgent
00778,v_00778_8,Are we going to the correct address?,Yes.,,,,information reading,54.75,not_urgent
00778,v_00778_9,Are we close to our destination?,Yes.,I don't know.,The phone screen is unclear.,,local navigation and positioning,60.75,not_urgent
00778,v_00778_10,What are the words on my phone screen?,A map showing your real-time location.,Can't see clearly.,Driving order.,,information reading,58.77,not_urgent
00779,v_00779_1,Which direction should I cross the road?,Go straight ahead to cross the street.,I don't know.,Go right.,,local navigation and positioning,16.98,urgent
00779,v_00779_2,Is the door on my right?,Yes.,,,,information reading,10.98,urgent
00779,v_00779_3,What is this place?,You are on a street with several buildings and shops.,Bakery.,Coming out of a store in the alley.,,information reading,18.99,not_urgent
00780,v_00780_1,Is the store on my right?,Yes.,,,,information reading,4.98,urgent
00780,v_00780_2,Can I just go ahead?,"No, there is a barrier ahead.",Cannot.,No.,,information reading,16.98,urgent
00780,v_00780_3,What happened on the street ahead?,"There appears to be a barrier blocking the street, possibly indicating construction or restricted access.",There is a railing.,"There is a yellow pole blocking passage, and there are people and food delivery trucks.",,information reading,9,urgent
00780,v_00780_4,What's on the wall to my right?,"There is some sort of display or advertisement on the wall, and further down, there is an air conditioning unit.",I don't know.,"Air conditioning, outdoor unit, windows, fence, pipes, store delivery man.",,information reading,18.99,urgent
00780,v_00780_5,Which direction should I go?,You should walk straight ahead.,Walk forward.,,,local navigation and positioning,45.76,urgent
00780,v_00780_6,Have I reached the restaurant entrance?,Yes.,,,,information reading,61.75,urgent
00780,v_00780_7,Am I walking in the middle of the road now?,Yes.,,Left in the middle of the road.,,information reading,49.75,urgent
00780,v_00780_8,What does the sign in front of me say?,ShiJi Rice Noodle.,I don't know.,Mr. Hua still has a few unclear small characters.,,information reading,35.77,not_urgent
00780,v_00780_9,Is there any traffic ahead of me on this street?,"Yes, there is a green vehicle.",Yes.,,,information reading,55.75,urgent
00780,v_00780_10,What is the name of this place?,It is HuaSanYe noodle restaurant.,Mr. Hua.,Hua San Ye Noodle Restaurant or Hua San Ye Mixed Noodle.,,information reading,65.77,not_urgent
00781,v_00781_1,Can I sit on a bar stool?,Yes.,,,,resource acquisition and others,22.98,urgent
00781,v_00781_2,How can I reach the exit from this table?,Turn left and walk straight until you reach the door.,I don't know.,"Stand up and turn right, then turn left.",,local navigation and positioning,34.98,urgent
00781,v_00781_3,Is it crowded here?,No.,,Not many people.,,information reading,9,not_urgent
00781,v_00781_4,Are there any empty seats?,Yes.,,,,information reading,18.99,not_urgent
00781,v_00781_5,Is the table clean?,Yes.,Is clean.,Clean.,,information reading,28.98,not_urgent
00781,v_00781_6,What dishes are served here?,Braised beef.,Cumin beef and stir-fried chicken.,"Pork liver kidney flower, stir-fried chicken, absurd hand, cumin beef.",,information reading,39,not_urgent
00782,v_00782_1,What's on the table in front of me?,"There is a plant, a water bottle, a container with chopsticks, a wooden box, and a napkin holder.","Potted plants, chopsticks, a bottle of water, tissues.","There is a bottle of water, a pot of flowers, chopsticks, a monument erected by Mr. Hua, and tissues.",,information reading,6.99,not_urgent
00782,v_00782_2,Is there anyone sitting next to me?,Yes.,,,,information reading,15,not_urgent
00783,v_00783_1,Is there a QR code on the object I m holding?,No.,,,,information reading,4.98,not_urgent
00783,v_00783_2,What does the sign on the wall say?,I am eating noodles.,It says'I am eating noodles'.,I'm eating noodles!.,,information reading,3.99,not_urgent
00783,v_00783_3,What is written on the wooden block on the table?,HuaSanYe.,Written with the store name.,Mr. Hua.,,information reading,9,not_urgent
00784,v_00784_1,What am I holding now?,A bowl.,Chopsticks.,"Bowls, chopsticks, and mobile phones.",,information reading,18.99,not_urgent
00785,v_00785_1,Are the chopsticks on my right or left?,No.,On the right.,Right.,,information reading,6.99,urgent
00785,v_00785_2,What's in the bowl in front of me?,Noodles.,Noodle bowl.,Surface.,,information reading,1.98,not_urgent
00794,v_00794_1,How can I get off safely?,"Holding the door with your left hand, step down two steps.",Follow the armrest.,"Move slowly, take small steps.",,tool use,28.98,urgent
00794,v_00794_2,Is this a bus?,Yes.,,,,information reading,9,urgent
00794,v_00794_3,Is this bus crowded?,No.,Not too crowded.,,,information reading,18.99,not_urgent
00794,v_00794_4,Have we reached the bus station?,Yes.,,Here it is.,,information reading,28.98,urgent
00795,v_00795_1,Which bus line did I take?,The line number is not visible in the picture.,I don't know.,,,information reading,1.98,not_urgent
00796,v_00796_1,Is there a car coming?,Yes.,"Yes, there is.",Don't go.,,information reading,6,urgent
00796,v_00796_2,Which bus line is this?,The bus route is 35.,Maybe 4 way.,"It may be Route 4, the label on the car is unclear.",,information reading,12.99,urgent
00797,v_00797_1,Are there parking notice signs near me?,Yes.,,,,information reading,28.98,not_urgent
00797,v_00797_2,Are there any empty seats?,Yes.,,"Yes, give way proactively.",,information reading,39,urgent
00847,v_00847_1,"When I walk in this direction, are there any vehicles ahead?",Yes.,There is an electric scooter.,,,information reading,10.98,urgent
00848,v_00848_1,Which store is this?,I don't know.,Bricks on the road.,,,information reading,1.98,not_urgent
00848,v_00848_2,Is there anyone in front of me?,No.,,,,information reading,4.98,urgent
00849,v_00849_1,What stores are near me?,KFC.,The pillars in the mall.,Skechers.,,information reading,1.98,not_urgent
00849,v_00849_2,Is there an escalator nearby?,Yes.,,,,information reading,4.98,not_urgent
00849,v_00849_3,What shop is on my right?,Skechers.,Shoe store.,,,information reading,7.98,not_urgent
00850,v_00850_1,Is yuki stepping onto the escalator?,"No,it is in the elevator waiting area.",No.,,,communication and interaction,0,urgent
00850,v_00850_2,Are there any signs around the escalator?,Yes.,There is an upward safety sign.,,,information reading,0.99,urgent
00851,v_00851_1,Is the counter on the right or left when I walk in?,The counter is to the right.,Right.,,,information reading,3,urgent
00852,v_00852_1,Is yuki's leash safe?,Yes.,,,,communication and interaction,37.91,urgent
00852,v_00852_2,Is yuki under the table?,Yes.,,,,information reading,35.93,not_urgent
00852,v_00852_3,What's on the table in front of me?,"A few items on the table including two phones, a menu, a drink, and some small plates.",Menu and mobile.,"Menu, cell phone, plate, cup.",,information reading,4.98,not_urgent
00829,v_00829_1,Where am I now?,You are at the exit of an escalator.,At the subway exit.,Subway exit.,,information reading,1.98,urgent
00829,v_00829_2,Have I reached the end of this escalator?,Yes.,,,,information reading,4.98,urgent
00830,v_00830_1,"I want to go downstairs, which way should I go?",Left towards the stairs.,Down the stairs ahead.,Take the stairs on the left.,,information reading,3.99,urgent
00831,v_00831_1,How do I use this ticket machine?,I don't know.,Staff to help.,,,tool use,9,not_urgent
00832,v_00832_1,Which floor did the person press in the elevator?,Negative second floor.,Third floor.,I don't know.,,information reading,10.98,urgent
00833,v_00833_1,Is this the subway entrance?,Yes.,,,,information reading,9.99,not_urgent
00834,v_00834_1,What's that advertisement on the subway wall?,The advertisement appears to be promoting dental care services.,Advertising for teeth.,Dental advertising.,,information reading,10.98,not_urgent
00835,v_00835_1,Which subway line is this?,This is Line 2.,Line 2.,,,information reading,7.98,not_urgent
00836,v_00836_1,Which subway station is this?,I don't know.,Line 2.,,,information reading,7.98,urgent
00836,v_00836_2,Is this subway door opening now?,Yes.,Open.,,,information reading,16.98,urgent
00867,v_00867_1,What kind of table is this?,Wood grain pattern .,Wooden table.,Wooden patterned table.,,information reading,3,not_urgent
00868,v_00868_1,Is there a braille menu on this table?,No.,,,,resource acquisition and others,22.98,not_urgent
00868,v_00868_2,What drinks are available here?,I don't know.,,,,information reading,4.98,not_urgent
00868,v_00868_3,Can you help me find the edge of the table?,"Yes, the edge of the table is about two inches from your hand.",,"A square table, the nearest side can be estimated by spreading both arms.",,information reading,28.98,not_urgent
00868,v_00868_4,Is there a service bell nearby?,No.,,,,information reading,28.98,not_urgent
00868,v_00868_5,Is anyone coming to sit next to me?,No.,,,,communication and interaction,47.68,not_urgent
00868,v_00868_6,Is there a tactile map?,I don't know.,No.,,,resource acquisition and others,44.68,not_urgent
00868,v_00868_7,Where is the nearest garbage disposal and how do I use it?,I don't know.,There are no trash cans nearby.,,,resource acquisition and others,44.68,not_urgent
00868,v_00868_8,Which store am I in?,I don't know.,,Milk tea shop.,,information reading,49.69,not_urgent
00868,v_00868_9,Is there any way to know if I'm close to a store entrance?,I don't know.,No.,,,information reading,71.68,not_urgent
00868,v_00868_10,What is the surface texture of the table like?,Wood.,The grain of the wood.,,,information reading,41.68,not_urgent
00868,v_00868_11,How can I use a cane to navigate this place?,Sweeping it in front of you to detect obstacles and edges of the surface.,,,,tool use,79.68,not_urgent
00868,v_00868_12,Is there someone handing me something?,No.,,,,information reading,109.68,urgent
00868,v_00868_13,What is the person next to me holding?,A smartphone.,Blind cane.,,,information reading,101.7,not_urgent
00868,v_00868_14,What's on the table in front of me?,"There is just the table , possibly no objects on it.",Nothing.,,,information reading,97.68,not_urgent
00868,v_00868_15,Is there anything on this table that I can interact with?,No.,,Nothing.,,information reading,97.68,not_urgent
00868,v_00868_16,What items are on the table that I can reach?,"It seems that there are no items within reach, only the table surface .",There is nothing on the table.,Nothing.,,information reading,103.68,not_urgent
00869,v_00869_1,Is my companion guiding me correctly along the path?,Yes.,,,,communication and interaction,7.98,urgent
00869,v_00869_2,Am I reaching the end of the sidewalk?,No.,,,,information reading,16.98,urgent
00870,v_00870_1,Which direction does the moving walkway go?,Going forward.,Walk towards the exit of the subway station.,"After leaving the escalator, you will arrive at an outdoor environment.",,local navigation and positioning,0,urgent
00871,v_00871_1,What surface am I touching?,Wooden table.,Wood-textured table.,Plastic straw.,,information reading,12.99,not_urgent
00871,v_00871_2,Is there anything obstructing the ground in front of me?,No.,,,,information reading,40.98,urgent
00871,v_00871_3,Are there any obstructions on the table?,No.,,,,information reading,10.98,not_urgent
00871,v_00871_4,Are my drinks placed correctly on the table?,Yes.,,,,information reading,16.98,not_urgent
00872,v_00872_1,How can I find the entrance?,"Straight ahead, past the guard rail.",There is no entrance in front of you.,,,local navigation and positioning,3.99,not_urgent
00872,v_00872_2,Are there any signs or information about my location?,No.,,,,information reading,3.99,not_urgent
00872,v_00872_3,Is there a tactile path here that I can walk?,Yes.,"Yes, the blind path is about 1m in front of you.",,,information reading,9,urgent
00872,v_00872_4,Is there anything in my way?,"There are a few people walking around, so you might encounter moving obstacles.",No.,,,information reading,9,urgent
00873,v_00873_1,Are the stairs crowded?,No.,,,,communication and interaction,16.98,urgent
00873,v_00873_2,Should I go left or right to avoid the obstacle?,Right.,Just go straight.,No obstacles.,,information reading,10.98,urgent
00873,v_00873_3,How can I identify where the stairs are?,Use your cane to detect tactile tiles near the edge; they often indicate stairs ahead.,"Move the cane left, right, and forward. If the height is uneven, it means there are steps ahead.",Use a cane to probe forward and downward.,,tool use,4.98,urgent
00873,v_00873_4,How can I use a cane to navigate this open area?,Sweep your cane from side to side to detect any obstacles as you move forward.,"Move the cane left and right. If the movement is smooth, you can move forward.",You can use a cane to find a blind path.,,tool use,16.98,urgent
00873,v_00873_5,Should I go left or right to avoid the obstacle?,Right.,I don't know.,No obstacles.,,information reading,10.98,urgent
00873,v_00873_6,Which direction should I go to reach this street?,Go straight ahead to reach the street.,Go straight.,Directly in front.,,information reading,16.98,urgent
00874,v_00874_1,What am I holding in my hand?,A straw.,Straws.,,,information reading,12.99,not_urgent
00874,v_00874_2,What is this flat object on the table in front of me?,A straw .,Straws.,,,information reading,16.98,not_urgent
00875,v_00875_1,What type of store is the setting?,It is a food store.,I don't know.,Supermarkets and snack bars.,,information reading,12.99,not_urgent
00876,v_00876_1,Who's sitting at the table?,Your companion is sitting in front of you.,I don't know.,A friend.,,information reading,10.98,not_urgent
00876,v_00876_2,Is there anyone sitting at my table?,Yes.,"Yes, there is one person on the left and one person on the opposite side.",,,information reading,27,not_urgent
00853,v_00853_1,What kind of clothes is this?,A white dress or blouse.,Long-sleeved shirt.,Skirt.,,information reading,12.99,not_urgent
00853,v_00853_2,What is this item?,"A white piece of cloth, possibly a dress or blouse.",Beige coat.,A white dress.,,information reading,54.99,not_urgent
00854,v_00854_1,How can I properly adjust the waistband of this coat?,"Thread the belt through the loops, wrap it around the front, and tie or buckle it securely.",Move the belt a little to the right.,Adjust by hand.,,tool use,18.99,not_urgent
00854,v_00854_2,What am I wearing?,"You are wearing a long, black coat.",Black windbreaker.,Black coat.,,information reading,12.99,not_urgent
00855,v_00855_1,What am I holding?,A slice of bread.,,Bread slices.,,information reading,3.99,not_urgent
00856,v_00856_1,Are there many birds around us?,Yes.,"There are no birds around you, but there are many birds in the lake ahead.",,,information reading,7.98,not_urgent
00857,v_00857_1,Are there any birds flying very close to us?,Yes.,,,,communication and interaction,9,urgent
00857,v_00857_2,What's around me?,"You are near a body of water, possibly a lake or pond, with lots of seagulls flying and swimming around.","There is a tourist feeding birds in the left front, and many birds are flying in the sky.",How many birds are there in a lake?.,,information reading,3.99,not_urgent
00860,v_00860_1,How do I open this suitcase?,I don't know.,Just open it.,Touch with your hand.,,tool use,6.99,not_urgent
00860,v_00860_2,What's in this bag?,A bottle and some packaged food inside.,Have a bottle of drink.,A bottle of drink.,,information reading,4.98,not_urgent
00860,v_00860_3,What does my suitcase look like?,"Your suitcase is white with a cute bear design embossed on it, and it has light tan handles.",A white square box with a raised bear pattern.,There is a bear pattern.,,information reading,10.98,not_urgent
00861,v_00861_1,Did my companion help me get food?,Yes.,I don't know.,,,communication and interaction,10.98,not_urgent
00861,v_00861_2,Am I walking on the sidewalk or the road?,You are walking on a paved sidewalk.,A road.,Yes.,,information reading,12.99,urgent
00861,v_00861_3,Is there anyone standing near me?,Yes.,,,,information reading,27,urgent
00861,v_00861_4,Will my companion help me with my luggage?,No.,I don't know.,,,communication and interaction,66.98,not_urgent
00862,v_00862_1,What's in the plastic containers at the food stalls?,Different types of food items.,The rightmost column is nuts.,"Peanuts, fava beans.",,information reading,10.98,not_urgent
00862,v_00862_2,Does this stall have vegetarian options?,No.,,,,information reading,27,not_urgent
00863,v_00863_1,Is there anyone or a car in front of me?,Yes.,,,,information reading,10.98,urgent
00864,v_00864_1,Did the stall owner help me identify the different spices on the table?,Yes.,I don't know.,,,communication and interaction,46.98,not_urgent
00864,v_00864_2,What products are sold here?,The label indicates that dried blueberries are being sold.,Some dried fruit.,Some dried fruits.,,information reading,22.98,not_urgent
00864,v_00864_3,What types of dried fruits are these?,"The left bin contains dried blueberries, and the right bin contains dried raisins.","On the left are dried blueberries, on the right are raisins.","Dried blueberries, mulberries, raisins.",,information reading,12.99,not_urgent
00865,v_00865_1,What is this item?,Dried blueberries.,,,,information reading,3.99,not_urgent
00866,v_00866_1,Is the bench in front occupied?,No.,,,,information reading,34.98,not_urgent
00866,v_00866_2,How can I use my cane to walk on this bench?,"Use your cane to feel the edges of the bench,moving around it while keeping a safe distance.",Use a cane to move along the left stool.,Use a cane.,,tool use,9,urgent
00866,v_00866_3,Are the benches here empty?,Yes.,,,,information reading,27,urgent
00866,v_00866_4,Is anyone sitting near the bus stop?,No.,,,,information reading,40.98,not_urgent
00866,v_00866_5,Is the sidewalk in front of me clear?,Yes.,,,,information reading,54.99,urgent
00878,v_00878_1,How to get to the hospital?,Go to the right.,"I don't know, there is no hospital within sight.",,,local navigation and positioning,6.09,urgent
00878,v_00878_2,Where is the entrance to the hospital?,I don't know.,"I don't know, the hospital gate is not within sight.",,,local navigation and positioning,7.06,not_urgent
00878,v_00878_3,Am I on the sidewalk?,"No, you are on the non-motorized lane, and the sidewalk is about 1m in front of you.","No, the non-motorized lane is in front of you on your left, and the sidewalk is on the steps in front of you on your right.",,,information reading,10.46,urgent
00878,v_00878_4,Can you see the hospital logo here?,"The hospital is on your right, please go straight ahead.","Yes, in front of you on your left is Hubei Provincial Hospital of Traditional Chinese Medicine.",,,local navigation and positioning,12.42,not_urgent
00878,v_00878_5,Can I go straight in from here?,Yes.,"Yes, but the road ahead ten meters is a bit narrow.",,,local navigation and positioning,20.39,urgent
00878,v_00878_6,Where is going forward?,"There is a row of cars in front of the left, and there are related buildings on both sides.",You are surrounded by a car parking area.,"There is a row of cars parked in front of the left, with related buildings on both sides.",,local navigation and positioning,44.32,urgent
00878,v_00878_7,Am I almost at the hospital?,"Yes, continue straight to enter the hospital gate.","Yes, Hubei Provincial Hospital of Traditional Chinese Medicine is on your right.","Yes, continue straight to the hospital gate.",,local navigation and positioning,86.79,not_urgent
00878,v_00878_8,What is this?,Three steps.,Ahead are three steps.,,,information reading,98.31,not_urgent
00878,v_00878_9,How to enter the hospital gate?,Go straight.,Go straight ahead.,,,local navigation and positioning,108.55,urgent
00878,v_00878_10,Did I enter the hospital interior?,"No, about to enter.","Not yet, the hospital is two or three meters in front of you.",,,local navigation and positioning,111.97,not_urgent
00878,v_00878_11,Did I enter the hospital building?,Yes.,,,,local navigation and positioning,112.81,not_urgent
00878,v_00878_12,Where is the outpatient department?,I don't know.,"I don't know, there is no outpatient department within sight.",,,local navigation and positioning,114.29,not_urgent
00878,v_00878_13,Are there any signs nearby?,There are signs on the ground about 10 meters ahead.,There are signs indicating the discovery of each department on the ground about five meters in front of you.,,,resource acquisition and others,115.23,not_urgent
00878,v_00878_14,Is there a sign indicating where to register?,"Yes, go right at the registration office.","Yes, you need to turn right to go to the registration toll office.",,,resource acquisition and others,115.51,not_urgent
00879,v_00879_1,What is this place?,A hospital building.,The lobby of the comprehensive building of Hubei Provincial Hospital of Traditional Chinese Medicine.,,,information reading,0.78,not_urgent
00879,v_00879_2,Where is the Information Help Desk?,"About 10 meters ahead of you, please go straight.","About ten meters in front of you, please be careful of the map statue in front of you.",,,local navigation and positioning,1.2,not_urgent
00879,v_00879_3,What is this?,This is a hospital tour.,This is the floor distribution index map.,,,information reading,5.59,not_urgent
00879,v_00879_4,Has the service center arrived?,"No, we need to continue straight ahead.","Not yet, about five meters in front of you.","No, you still need to go straight.",,local navigation and positioning,9.11,not_urgent
00879,v_00879_5,Is this the information desk?,Yes.,This is the guidance desk of Xinglin Service Center.,,,information reading,22.31,not_urgent
00879,v_00879_6,Is anyone here?,"Yes, there is a nurse sitting in front of you.","Yes, there is a nurse behind the guidance desk in front of you.",,,information reading,22.69,not_urgent
00879,v_00879_7,Is this an empty seat?,"Yes, there is a sofa where you can sit down.",Yes.,,,information reading,69.39,urgent
00879,v_00879_8,Are these two people doctors?,Yes.,,,,information reading,85.68,not_urgent
00880,v_00880_1,How many more steps are there ahead?,About 10 steps.,Thirteen steps.,,,information reading,3,urgent
00880,v_00880_2,What floor is this?,B1.,You are now on level B1.,,,information reading,12.26,not_urgent
00880,v_00880_3,What is buy one catty get one catty free?,Jujube Cake King.,It is speculated that what the clerk at the jujube cake king stall in front of you said.,,,information reading,26.41,not_urgent
00880,v_00880_4,Did I hit someone?,Yes.,Your cane touched a pedestrian.,,,information reading,33.23,urgent
00880,v_00880_5,How do I get to Watsons?,On your left.,On your left rear.,,,local navigation and positioning,39.92,not_urgent
00880,v_00880_6,Is this Watsons?,Yes.,,,,information reading,48.63,not_urgent
00880,v_00880_7,Did I enter the store?,"Not yet, still need to move forward.",The Watsons store is about one meter in front of you.,,,local navigation and positioning,49.98,not_urgent
00880,v_00880_8,Is there any activity in this store?,"3 pieces of the product in front of you, 10% off.","On the counter in front of you is written'Large brand samples starting at 9.9 yuan ',' 3 pieces for members, 10% off '.",,,resource acquisition and others,51.82,not_urgent
00880,v_00880_9,Is it here?,"Yes, you are at the Watsons store.","You are in the Watsons store, and in front of you is the cosmetics area.",,,resource acquisition and others,53.95,not_urgent
00880,v_00880_10,What area is this?,Makeup area.,"You are in the cosmetics area, and the shelf in front right is for cosmetics.",,,information reading,56.16,not_urgent
00880,v_00880_11,What's in this area?,"The top row is powder, and the middle and bottom rows have mascara, eyeliner, and lipstick.","There are products such as lip mud, lip gloss, and mascara on the shelf in front of you.",,,information reading,56.68,not_urgent
00880,v_00880_12,Where is the salesperson?,I don't know.,"I don't know, no salesperson was found within sight.",,,local navigation and positioning,63.05,not_urgent
00880,v_00880_13,What is this?,Some makeup tools.,There are many makeup-related tools on the shelf in front of you.,,,information reading,79.72,not_urgent
00880,v_00880_14,Is anyone there?,No.,There are two pedestrians passing by the store on your right.,,,resource acquisition and others,84.75,not_urgent
00880,v_00880_15,What brand is this?,SKIN.,The brand of the product in your right hand is SKIN.,,,information reading,144.41,not_urgent
00880,v_00880_16,How much is this?,I don't know.,,,,information reading,145.98,not_urgent
00880,v_00880_17,What brand is this?,I don't know.,The brand of the product in your hand is La Suiss Derm.,,,information reading,157.22,not_urgent
00880,v_00880_18,Where to scan the code?,The teller scans your code.,"I don't know, but the clerk behind the counter in front of you is scanning your products.",,,resource acquisition and others,190.05,not_urgent
00880,v_00880_19,How to get out?,Go straight.,Go straight ahead to your right and leave the store.,,,local navigation and positioning,204,not_urgent
00881,v_00881_1,Where is this?,Xiaomi Store.,Xiaomi Home.,,,information reading,0.69,not_urgent
00881,v_00881_2,Is this Xiaomi?,Yes.,,,,information reading,2.7,not_urgent
00881,v_00881_3,Where can I find a cell phone?,There is a mobile phone below you.,There is a mobile phone in front of you.,There are several mobile phones on the table in front of us.,,resource acquisition and others,14.35,not_urgent
00881,v_00881_4,Has the screen reading function been brought up?,I don't know.,Accessibility function has been called up.,,,information reading,34.84,not_urgent
00881,v_00881_5,Where are the staff?,I don't know.,,Your right.,,safety warnings,78,not_urgent
00881,v_00881_6,Is this Xiaomi staff?,Yes.,,,,safety warnings,81.59,not_urgent
00881,v_00881_7,Where should I press to return to the home screen?,Upper left corner.,Click the arrow in the upper left corner or swipe up from the bottom of the phone.,I don't know.,,resource acquisition and others,130.37,not_urgent
00881,v_00881_8,Is this the desktop of the phone?,Yes.,,,,information reading,167.42,not_urgent
00882,v_00882_1,What color is this keyboard?,White.,,,,information reading,31.24,not_urgent
00882,v_00882_2,Is this an alt key?,Yes.,"The left index finger is pressing the alt key, the left middle finger is pressing the Fn key, and the right index finger is pressing the Enter key.",,,information reading,56.31,not_urgent
00882,v_00882_3,Is this the enter key?,"Yes, the right index finger is pressing the enter key.","The left index finger is pressing the alt key, the left middle finger is pressing the Shift key, the right index finger is pressing the Enter key, and the right thumb is pressing the right button.",Yes.,,information reading,59.2,not_urgent
00882,v_00882_4,Where is the exit?,Your right front.,Directly in front of you.,About 3 meters ahead on the left.,,local navigation and positioning,72.27,urgent
00884,v_00884_1,What is ahead?,Zebra crossing.,"In front of you is a pedestrian crossing, and there is a small road post one meter in front of you.","A busy intersection, a pedestrian crossing ahead, and a cement pier.",,local navigation and positioning,5.87,urgent
00884,v_00884_2,Can I cross the road now?,"No, there's a car passing by on your left.","No, there is an electric car passing in front of you on the left, and a car passing in front of you on the right.","There are no traffic lights, you can cross the road carefully.",,safety warnings,7.22,urgent
00884,v_00884_3,What color is the traffic light now?,This road has no traffic lights.,There are no traffic lights on this section.,No signal light.,,information reading,8.52,urgent
00884,v_00884_4,When can I cross the road?,Now you can cross the road.,There are cars passing by on the right front. It is recommended to seek help from pedestrians when they are nearby.,You can now.,,safety warnings,10.94,urgent
00884,v_00884_5,What did I hit?,Electric vehicle.,A temporarily parked electric vehicle.,A person riding an electric bike.,,safety warnings,46.78,urgent
00884,v_00884_6,What is blocking my way?,Electric vehicle.,There is an electric bike parked in front of you on your right.,,,safety warnings,107.53,urgent
00884,v_00884_7,Where is the subway station?,Go straight ahead for 50m.,About fifty meters ahead on the right.,About 20 meters ahead on the right.,,local navigation and positioning,108.43,not_urgent
00884,v_00884_8,Can this go?,Yes.,There are two pedestrians in front of you.,,,local navigation and positioning,120.98,urgent
00884,v_00884_9,How far is the subway station?,10M ahead.,Turn right about ten meters ahead.,About 10 meters ahead on the right.,,local navigation and positioning,132.49,not_urgent
00884,v_00884_10,Where is the subway station?,On your right.,,You can enter the subway station by going up the stairs on the right.,,local navigation and positioning,152.09,not_urgent
00884,v_00884_11,Is this the subway entrance?,Yes.,,,,information reading,167.41,not_urgent
00884,v_00884_12,Is this an escalator?,Yes.,,,,information reading,172.08,not_urgent
00884,v_00884_13,Which direction does the escalator go?,"Down, you can pass.",The escalator leads down to the subway in-app.,Downward.,,information reading,172.32,urgent
00886,v_00886_1,Where is the nearby road?,The road is 1m ahead of you.,One or two meters in front of you.,Directly in front.,,local navigation and positioning,6.16,urgent
00886,v_00886_2,Is this a traffic light sign?,"No, this is a black light sign.","No, this is a black sign.",No.,,information reading,12.39,urgent
00886,v_00886_3,Is there a road in this direction?,"Yes, right in front of you.","Yes, there is a left-right facing road in front of you, and the pedestrian crossing is also located in front of you.",Yes.,,resource acquisition and others,16.64,urgent
00886,v_00886_4,Is there a traffic light on this road?,No.,"No, please be careful of the vehicles on both sides when crossing the road.",,,information reading,26.25,urgent
00886,v_00886_5,Has this blind path always existed?,Yes.,"Yes, it continues to the front within the line of sight.",,,information reading,83.59,not_urgent
00887,v_00887_1,Are there any shops nearby?,There is a coco ahead.,Left front is a coco.,CoCo ahead.,,resource acquisition and others,45.79,not_urgent
00887,v_00887_2,Where am I?,You are at the entrance of an escalator.,"You are on the third floor of a shopping mall, and there is an escalator on the second floor in front of you.",Escalator entrance.,,local navigation and positioning,73.45,not_urgent
